tsp_file,algorithm,cost,elapsed_time
tsp1_253,parallel_bruteforce,253,15.4067475
tsp2_1248,bruteforce,1248,0.0002064
tsp2_1248,parallel_bruteforce,1248,0.0004031
tsp1_253,bruteforce,253,15.5562599
tsp1_253,parallel_bruteforce,253,14.0885308
tsp2_1248,bruteforce,1248,0.0001706
tsp2_1248,parallel_bruteforce,1248,0.0002859
tsp1_253,bruteforce,253,12.3971098
tsp1_253,parallel_bruteforce,253,13.3146714
tsp2_1248,bruteforce,1248,0.0001736
tsp2_1248,parallel_bruteforce,1248,0.0003282
tsp1_253,bruteforce,253,12.862318
tsp1_253,parallel_bruteforce,253,13.3442517
tsp2_1248,bruteforce,1248,0.0001947
tsp2_1248,parallel_bruteforce,1248,0.0003156
tsp1_253,bruteforce,253,13.2317574
tsp1_253,parallel_bruteforce,253,13.6239646
tsp2_1248,bruteforce,1248,0.0001618
tsp2_1248,parallel_bruteforce,1248,0.000316
tsp1_253,bruteforce,253,12.6609707
tsp1_253,parallel_bruteforce,253,13.4727768
tsp2_1248,bruteforce,1248,0.0001626
tsp2_1248,parallel_bruteforce,1248,0.003905
tsp1_253,bruteforce,253,13.5898481
tsp1_253,parallel_bruteforce,253,15.9432514
tsp2_1248,bruteforce,1248,0.0001911
tsp2_1248,parallel_bruteforce,1248,0.0070102
tsp1_253,bruteforce,253,13.7892732
tsp1_253,parallel_bruteforce,253,13.8810595
tsp2_1248,bruteforce,1248,0.0001791
tsp2_1248,parallel_bruteforce,1248,0.0003906
tsp1_253,bruteforce,253,13.6066386
tsp1_253,parallel_bruteforce,253,14.0631731
tsp2_1248,bruteforce,1248,0.0001791
tsp2_1248,parallel_bruteforce,1248,0.0004236
tsp1_253,bruteforce,253,13.6767314
tsp1_253,parallel_bruteforce,253,14.1669444
tsp2_1248,bruteforce,1248,0.0001891
tsp2_1248,parallel_bruteforce,1248,0.0002846
tsp1_253,bruteforce,253,14.5444962
tsp1_253,parallel_bruteforce,253,15.4865768
tsp2_1248,bruteforce,1248,0.000202
tsp2_1248,parallel_bruteforce,1248,0.0002652
tsp1_253,bruteforce,253,12.70497
tsp1_253,parallel_bruteforce,253,13.236774
tsp2_1248,bruteforce,1248,0.0002026
tsp2_1248,parallel_bruteforce,1248,0.0003006
tsp1_253,bruteforce,253,12.8874953
tsp1_253,parallel_bruteforce,253,13.7542551
tsp2_1248,bruteforce,1248,0.0001621
tsp2_1248,parallel_bruteforce,1248,0.0002525
tsp1_253,bruteforce,253,16.2519366
tsp1_253,parallel_bruteforce,253,14.9869968
tsp2_1248,bruteforce,1248,0.0001698
tsp2_1248,parallel_bruteforce,1248,0.0002823
tsp1_253,bruteforce,253,13.1070776
tsp1_253,parallel_bruteforce,253,14.2008732
tsp2_1248,bruteforce,1248,0.0001939
tsp2_1248,parallel_bruteforce,1248,0.0003365
tsp1_253,bruteforce,253,11.7886995
tsp1_253,parallel_bruteforce,253,16.0421653
tsp2_1248,bruteforce,1248,0.0003321
tsp2_1248,parallel_bruteforce,1248,0.0005051
tsp1_253,bruteforce,253,17.8156682
tsp1_253,parallel_bruteforce,253,17.2064816
tsp2_1248,bruteforce,1248,0.0002098
tsp2_1248,parallel_bruteforce,1248,0.0004186
tsp1_253,bruteforce,253,17.6812732
tsp1_253,parallel_bruteforce,253,14.8408865
tsp2_1248,bruteforce,1248,0.000172
tsp2_1248,parallel_bruteforce,1248,0.0002938
tsp1_253,bruteforce,253,11.8012018
tsp1_253,parallel_bruteforce,253,13.7459437
tsp2_1248,bruteforce,1248,0.0001746
tsp2_1248,parallel_bruteforce,1248,0.0002628
tsp1_253,bruteforce,253,13.8513311
tsp1_253,parallel_bruteforce,253,13.7682998
tsp2_1248,bruteforce,1248,0.0001758
tsp2_1248,parallel_bruteforce,1248,0.0002957
tsp1_253,bruteforce,253,16.5296453
tsp1_253,parallel_bruteforce,253,14.3816597
tsp2_1248,bruteforce,1248,0.0001728
tsp2_1248,parallel_bruteforce,1248,0.0002758
tsp1_253,bruteforce,253,14.3476755
tsp1_253,parallel_bruteforce,253,13.884957
tsp2_1248,bruteforce,1248,0.0001715
tsp2_1248,parallel_bruteforce,1248,0.0002919
tsp1_253,bruteforce,253,14.4624493
tsp1_253,parallel_bruteforce,253,13.4325067
tsp2_1248,bruteforce,1248,0.0001655
tsp2_1248,parallel_bruteforce,1248,0.0002211
tsp1_253,bruteforce,253,13.3309164
tsp1_253,parallel_bruteforce,253,13.7558748
tsp2_1248,bruteforce,1248,0.0001933
